ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,employees,revenues,profits,hq zip,website,fortune 500 rank,revenue change,profit change,assets,hq state
292,Intesa Sanpaolo S.p.A.,ISNPY,Banks: Commercial and Savings,Financials,"Turin, Italy",Piazza San Carlo 156,19,Carlo Messina,89126,36225,3440.3,10121,http://www.group.intesasanpaolo.com,,-14.2,13.2,764712,
293,George Weston Limited,WNGRF,Food and Drug Stores,Food & Drug Stores,"Toronto, Ontario, Canada",22 St. Clair Ave. E.,23,Galen G. Weston,195000,36211,414.9,M4T 2S7,http://www.weston.ca,,-1.3,0.6,28299,
294,"Mitsubishi Heavy Industries, Ltd.",MHVYF,Industrial Machinery,Industrials,"Tokyo, Japan",2-16-5 Konan,23,Shunichi Miyanaga,82728,36122,809.6,108-8215,http://www.mhi.com,,7.2,52.3,49205,
295,Rajesh Exports Ltd.,,,,,,0,,0,0,0,,,0,0,0,0,
296,Pegatron Corporation,,"Computers, Office Equipment",Technology,"Taipei, Taiwan",76 Ligong St.,5,Syh-Jang Liao,196251,35891,599.6,112,http://www.pegatroncorp.com,,-6.1,-20.1,13776,
297,Meiji Yasuda Life Insurance Company,,"Insurance: Life, Health (Mutual)",Financials,"Tokyo, Japan",2-1-1 Marunouchi,23,Akio Negishi,41872,35767,2064.8,100-0005,http://www.meijiyasuda.co.jp,,0.4,15.8,362739,
298,A.P. Moller-Maersk A/S,AMKBY,Shipping,Transportation,"Copenhagen, Denmark",Esplanaden 50,14,Soren Skou,87736,35464,-1939,1098,http://www.maersk.com,,-12,-345.1,61118,
299,Saudi Basic Industries Corporation,,Chemicals,Chemicals,"Riyadh, Saudi Arabia",Damman Hwy.,13,Yousef Abdullah Al-Benyan,35000,35421,4757.1,11422,http://www.sabic.com,,-10.3,-4.9,84489,
300,Bouygues SA,BOUYF,"Engineering, Construction",Engineering & Construction,"Paris, France",32 Ave. Hoche,23,Martin Bouygues,117997,35277,809.5,75008,http://www.bouygues.com,,-2.2,81.1,36758,
301,AB Volvo,VLVLY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Goteborg, Sweden",Gropegardsgatan 2,23,Martin Lundstedt,89477,35269,1535.8,417 15,http://www.volvogroup.com,,-4.8,-14,43924,
302,Talanx AG,,Insurance: Property and Casualty (Stock),Financials,"Hanover, Germany",Riethorst 2,4,Herbert K. Haas,20039,35101,1003,30659,http://www.talanx.com,,-0.8,23.2,165124,
303,Deutsche Lufthansa Aktiengesellschaft,DLAKY,Airlines,Transportation,"Cologne, Germany",Von Gablenz Str. 2-6,23,Carsten Spohr,107276,35011,1964,50679,http://www.lufthansagroup.com,,-1.5,4.3,36593,
304,Royal Bank of Canada,RY,Banks: Commercial and Savings,Financials,"Toronto, Ontario, Canada",200 Bay St.,23,David I. McKay,75510,34904,7839.6,M5J 2J5,http://www.rbc.com,,0.3,-1.8,880724,
305,Accenture plc,ACN,Information Technology Services,Technology,"Dublin, Ireland",1 Grand Canal Sq.,16,Pierre Nanterme,384000,34798,4111.9,2,http://www.accenture.com,,5.7,34.7,20609,
306,"Repsol, S.A.",REPYY,Petroleum Refining,Energy,"Madrid, Spain",Calle Mendez Alvaro 44,23,Josu Jon Imaz San Miguel,24396,34485,1919.7,28045,http://www.repsol.com,,-12.5,,68392,
307,"China Vanke Co., Ltd.",CHVKF,Real estate,Financials,"Shenzhen, China",33 Huanmei Rd.,2,Yu Liang,58280,34458,3164.5,518083,http://www.vanke.com,,17.5,9.8,119555,
308,"Publix Super Markets, Inc.",,Food and Drug Stores,Food & Drug Stores,"Lakeland, FL",3300 Publix Corporate Pkwy.,23,Randall T. Jones Sr.,191000,34274,2025.7,33811,http://www.publix.com,85,5.1,3.1,17464,Florida
309,Edeka Zentrale AG & Co. KG,,Wholesalers: Food and Grocery,Wholesalers,"Hamburg, Germany",New York Ring 6,19,Markus Mosa,351500,34193,356,22297,http://www.edeka-verbund.de,,6.8,28.3,6921,
310,J Sainsbury plc,JSAIY,Food and Drug Stores,Food & Drug Stores,"London, Britain",33 Holborn,23,Michael Coupe,118700,34149,490.9,EC1N 2HT,http://www.j-sainsbury.co.uk,,-3.5,-30.8,24674,
311,Alimentation Couche-Tard Inc.,ANCUF,Food and Drug Stores,Food & Drug Stores,"Laval, Quebec, Canada",4204 Industriel Blvd.,4,Brian P. Hannasch,105000,34145,1193.5,H7L 0E3,http://www.couche-tard.com,,-1.1,27.9,12304,
312,China Energy Engineering Group Co. Ltd.,,,,,,0,,0,0,0,,,0,0,0,0,
313,"Hyundai Heavy Industries Co., Ltd.",,Industrial Machinery,Industrials,"Ulsan, South Korea",1000 Bangeojinsunhwan-doro,11,Hwan-Goo Kang,30767,33881,469.8,110,http://www.hyundaiheavy.com,,-17.1,,40783,
314,ABB Ltd.,ABB,Industrial Machinery,Industrials,"Zurich, Switzerland",Affolternstrasse 44,23,Ulrich Spiesshofer,132300,33828,1899,8050,http://www.abb.com,,-4.7,-1.8,39499,
315,American Express Company,AXP,Diversified Financials,Financials,"New York, NY",200 Vesey St.,23,Kenneth I. Chenault,56400,33823,5408,10285,http://www.americanexpress.com,86,-1.8,4.7,158893,New York
316,Rio Tinto Group,RIO,"Mining, Crude-Oil Production",Energy,"London, Britain",6 St. James's Square,12,Jean-Sebastien Jacques,51029,33781,4617,SW1Y4AD,http://www.riotinto.com,,-3,,89263,
317,SNCF Mobilites,,Railroads,Transportation,"St. Denis, France",2 Place Aux Etoiles,23,Guillaume Pepy,193718,33747,565.1,93200,http://www.sncf.com,,3.8,,39993,
318,CRRC Corporation Limited,CRRRF,Industrial Machinery,Industrials,"Beijing, China",16 Central W. Fourth Ring Rd.,2,Liu Hualong,183061,33739,1700.3,100036,http://www.crrcgc.cc,,-10.8,-9.6,48681,
319,CK Hutchison Holdings Limited,CKHUY,Specialty Retailers,Retailing,"Hong Kong, China",10 Harcourt Rd.,2,"Li Tzar Kuoi, Victor",290000,33475,4252.4,,http://www.ckh.com.hk,,47.4,-72.2,130721,
320,"Jizhong Energy Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
321,"The TJX Companies, Inc.",TJX,Specialty Retailers,Retailing,"Framingham, MA",770 Cochituate Rd.,16,Ernie L. Herrman,235000,33184,2298.2,1701,http://www.tjx.com,87,7.2,0.9,12884,Massachusetts
322,"Xinxing Cathay International Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
323,"Hyundai Mobis Co., Ltd.",,Motor Vehicles and Parts,Motor Vehicles & Parts,"Seoul, South Korea",203 Teheran-ro,6,Young-Deuk Lim,29499,32972,2617.8,6141,http://www.mobis.co.kr,,-0.7,-3.1,34541,
324,"Aisin Seiki Co., Ltd.",ASEKY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Kariya, Japan",2-1 Asahi-machi,16,Yasumori Ihara,99389,32879,1168.9,448-8650,http://www.aisin.com,,21.6,39.9,29964,
325,Rite Aid Corporation,RAD,Food and Drug Stores,Food & Drug Stores,"Camp Hill, PA",30 Hunter Lane,19,John T. Standley,70430,32845,4.1,17011,http://www.riteaid.com,91,6.9,-97.6,11594,Pennsylvania
326,"Shaanxi Yanchang Petroleum (Group) Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
327,DZ Bank AG Deutsche Zentral-Genossenschaftsbank,,Banks: Commercial and Savings,Financials,"Frankfurt, Germany",Platz der Republik,23,Wolfgang Kirsch,28264,32636,1623.4,60265,http://www.dzbank.com,,4.6,3.4,537278,
328,UniCredit S.p.A.,UNCFF,Banks: Commercial and Savings,Financials,"Milan, Italy",Piazza Gae Aulenti 3,22,Jean Pierre Mustier,117659,32539,-13038,20154,http://www.unicreditgroup.eu,,-5.9,-793.7,906489,
329,China Everbright Group Ltd.,,Banks: Commercial and Savings,Financials,"Beijing, China",25 Taipingqiao Ave.,3,Tang Shuangning,61400,32461,1877.8,100033,http://www.ebchina.com,,-1.3,-11.2,627701,
330,"Daiwa House Industry Co., Ltd.",DWAHY,"Engineering, Construction",Engineering & Construction,"Osaka, Japan",3-3-5 Umeda,13,Takeo Higuchi,60539,32421,1861.5,530-8241,http://www.daiwahouse.co.jp,,21.9,115.8,31917,
331,"Nike, Inc.",NKE,Apparel,Apparel,"Beaverton, OR",1 Bowerman Dr.,11,Mark G. Parker,70700,32376,3760,97005,http://www.nike.com,88,5.8,14.9,21396,Oregon
332,Iberdrola SA,IBDRY,Utilities,Energy,"Bilbao, Spain",Plaza Euskadi 5,13,Jose Ignacio Sanchez Galan,28389,32308,2991.3,48009,http://www.iberdrola.com,,-7.3,11.4,112536,
333,Commonwealth Bank of Australia,CMWAY,Banks: Commercial and Savings,Financials,"Sydney, Australia",201 Sussex St.,13,Ian M. Narev,45129,32287,6712.9,2000,http://www.commbank.com.au,,-14.3,-10.9,694565,
334,China National Machinery Industry Corporation,,Industrial Machinery,Industrials,"Beijing, China",3 Danling St.,7,Ren Hongbin,115390,32237,502,100080,http://www.sinomach.com.cn,,-8.2,-34.5,39142,
335,Fresenius SE & Co. KGaA,FSNUY,Health Care: Medical Facilities,Health Care,"Bad Homburg, Germany",Else Kroner Str. 1,8,Stephan Sturm,232873,32161,1761.6,61352,http://www.fresenius.com,,4.9,16.9,48984,
336,China Aerospace Science and Technology Corporation,,Aerospace and Defense,Aerospace & Defense,"Beijing, China",16 Fucheng Rd.,3,Lei Fanpei,170357,32094,1996.2,100048,http://www.spacechina.com,,5,7.7,55721,
337,"Shaanxi Coal and Chemical Industry Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
338,China Evergrande Group,EGRNY,Real estate,Financials,"Guangzhou, China",78 Huangpu Avenue W.,2,Hui Kayan,89250,31828,2368.8,510620,http://www.evergrande.com,,50.2,-4.3,194384,
339,Jiangxi Copper Corporation,,"Mining, Crude-Oil Production",Energy,"Guixi, China",15 Yejin Ave.,5,Li Baomin,25460,31680,20.4,335424,http://www.jxcc.com,,0.4,,16108,
340,"Sompo Holdings, Inc.",SMPNY,Insurance: Property and Casualty (Stock),Financials,"Tokyo, Japan",1-26-1 Nishi-Shinjuku,21,Kengo Sakurada,47430,31559,1535.7,160-8338,http://www.sompo-hd.com,,16.4,15.5,107092,
341,China Poly Group Corporation,,Real estate,Financials,"Beijing, China",1 North St.,3,Zhang Zhengao,76425,31508,744.1,100010,http://www.poly.com.cn,,18.1,-11.4,95657,
342,Chubb Limited,CB,Insurance: Property and Casualty (Stock),Financials,"Zurich, Switzerland",Barengasse 32,1,Evan G. Greenberg,31000,31469,4135,8001,http://www.chubb.com,0,0,0,0,
343,"Zhejiang Geely Holding Group Co., Ltd.",,Motor Vehicles and Parts,Motor Vehicles & Parts,"Hangzhou, China",1760 Jiangling Rd.,6,Li Shufu,60712,31430,1265.7,310051,http://www.geely.com,,19.5,341.6,29749,
344,Exelon Corporation,EXC,Utilities,Energy,"Chicago, IL",10 S. Dearborn St.,14,Christopher M. Crane,34396,31360,1134,60603,http://www.exeloncorp.com,89,6.5,-50,114904,Illinois
345,General Dynamics Corporation,GD,Aerospace and Defense,Aerospace & Defense,"Falls Church, VA",2941 Fairview Park Dr.,17,Phebe N. Novakovic,98800,31353,2955,22042,http://www.generaldynamics.com,90,-0.4,-0.3,32872,Virginia
346,BT Group plc,BT,Telecommunications,Telecommunications,"London, Britain",81 Newgate St.,23,Gavin E. Patterson,106400,31333,2484.6,EC1A 7AJ,http://www.btplc.com,,9.3,-36.2,52972,
347,Canon Inc.,CAJ,"Computers, Office Equipment",Technology,"Tokyo, Japan",3-30-2 Shimomaruko,23,Fujio Mitarai,197673,31271,1385,146-8501,http://www.canon.com,,-0.4,-23.9,44062,
348,"Wuchan Zhongda Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
349,Mitsubishi Chemical Holdings Corporation,MTLHY,Chemicals,Chemicals,"Tokyo, Japan",1-1-1 Marunouchi,23,Hitoshi Ochi,69291,31158,1442.1,100-8251,http://www.mitsubishichem-hd.co.jp,,5.6,237.1,40064,
350,BHP Billiton Limited,BHP,"Mining, Crude-Oil Production",Energy,"Melbourne, Australia",171 Collins St.,23,Andrew Mackenzie,26827,30912,-6385,3000,http://www.bhpbilliton.com,,-40.9,-434.3,118953,
351,The Toronto-Dominion Bank,TD,Banks: Commercial and Savings,Financials,"Toronto, Ontario, Canada",King St. W. and Bay St.,18,Bharat B. Masrani,81233,30855,6646.1,M5K 1A2,http://www.td.com,,2.3,4.5,878268,
352,Subaru Corporation,FUJHY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Tokyo, Japan",1-20-8 Ebisu,15,Yasuyuki Yoshinaga,36668,30696,2605.8,150-8554,http://www.subaru.co.jp,,14,-28.4,24794,
353,Bridgestone Corporation,BRDCY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Tokyo, Japan",3-1-1 Kyobashi,23,Masaaki Tsuya,143616,30678,2441.3,104-8340,http://www.bridgestone.com,,-2,3.9,31901,
354,Credit Suisse Group AG,CS,Banks: Commercial and Savings,Financials,"Zurich, Switzerland",Paradeplatz 8,23,Tidjane Thiam,47170,30588,-2750.7,8001,http://www.credit-suisse.com,,-13,,806950,
355,China Aerospace Science & Industry Corp.,,Aerospace and Defense,Aerospace & Defense,"Beijing, China",8A Fucheng Rd.,2,Gao Hongwei,148682,30582,1443.7,100048,http://www.casic.com.cn,,9.7,-1.8,36999,
356,"JFE Holdings, Inc.",JFEEF,Metals,Materials,"Tokyo, Japan",2-2-3 Uchisaiwai-cho,15,Eiji Hayashida,60439,30539,627,100-0011,http://www.jfe-holdings.co.jp,,6.8,123.6,38920,
357,"Mizuho Financial Group, Inc.",MFG,Banks: Commercial and Savings,Financials,"Tokyo, Japan",1-5-5 Ohtemachi,17,Yasuhiro Sato,59179,30390,5570.1,100-8176,http://www.mizuho-fg.co.jp,,13.5,-0.3,1799736,
358,"Gilead Sciences, Inc.",GILD,Pharmaceuticals,Health Care,"Foster City, CA",333 Lakeside Dr.,3,John F. Milligan,9000,30390,13501,94404,http://www.gilead.com,92,-6.9,-25.4,56977,California
359,CHS Inc.,,Food Production,"Food, Beverages & Tobacco","Inver Grove Heights, MN",5500 Cenex Dr.,10,Jay D. Debertin,12157,30347,424.2,55077,http://www.chsinc.com,93,-12.2,-45.7,17318,Minnesota
360,Bharat Petroleum Corporation Limited,,Petroleum Refining,Energy,"Mumbai, India",4&6 Currimbhoy Rd.,14,D. Rajkumar,13395,30316,1300.5,400 001,http://www.bharatpetroleum.in,,4.2,6.7,16801,
361,3M Company,MMM,Miscellaneous,Industrials,"St. Paul, MN",3M Center,23,Inge G. Thulin,91584,30109,5050,55144,http://www.3m.com,94,-0.5,4.5,32906,Minnesota
362,China Electronics Corporation Limited,,"Electronics, Electrical Equip.",Technology,"Beijing, China",27 Wanshou Rd.,7,Rui Xiaowu,144659,30010,321.9,100846,http://www.cec.com.cn,,-4.8,82.6,36575,
363,CRH plc,CRH,"Building Materials, Glass",Materials,"Dublin, Ireland",Belgard Castle,14,Albert Manifold,86778,29973,1374.6,22,http://www.crh.com,,14.3,71.2,33320,
364,China State Shipbuilding Corporation,,,,,,0,,0,0,0,,,0,0,0,0,
365,"Jiangsu Shagang Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
366,China COSCO Shipping Corporation Limited,,Shipping,Transportation,"Shanghai, China",678 Dong Da Ming Rd.,10,Xu Lirong,106478,29743,1489,200080,http://www.coscoshipping.com,,29.5,30.1,94792,
367,Mazda Motor Corporation,MZDAY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Hiroshima, Japan","3-1 Shinchi, Fuchu-cho",23,Masamichi Kogai,48849,29665,865.5,730-8670,http://www.mazda.com,,4.5,-22.7,22660,
368,State Power Investment Corporation,,Energy,Energy,"Beijing, China",28 Financial St.,6,Wang Binghua,127343,29493,436.6,100033,http://www.spic.com.cn,,-3.7,50.9,126068,
369,Taiwan Semiconductor Manufacturing Company Limited,TSM,Semiconductors and Other Electronic Components,Technology,"Hsinchu, Taiwan",8 Li-Hsin Rd. 6,3,Mark Liu,46968,29388,10283.7,300-78,http://www.tsmc.com,,10.6,7.8,58535,
370,Vale S.A.,VALE,"Mining, Crude-Oil Production",Energy,"Rio de Janeiro, Brazil",700 Av. das Americas,11,Fabio Schvartsman,73062,29363,3982,22640-100,http://www.vale.com,,14.7,,99014,
371,Time Warner Inc.,TWX,Entertainment,Media,"New York, NY",1 Time Warner Center,16,Jeffrey L. Bewkes,25000,29318,3926,10019,http://www.timewarner.com,95,4.3,2.4,65966,New York
372,"Shandong Energy Group Co., Ltd.",,"Mining, Crude-Oil Production",Energy,"Jinan , China",10777 Jingshi Rd.,6,Li Weimin,179689,29299,39.2,250014,http://www.snjt.com,,16.6,,39887,
373,Suzuki Motor Corporation,SZKMY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Hamamatsu, Japan",300 Takatsuka-cho,23,Toshihiro Suzuki,62992,29252,1476.2,432-8611,http://www.globalsuzuki.com,,10.4,51.9,27969,
374,LyondellBasell Industries N.V.,LYB,Chemicals,Chemicals,"Rotterdam, Netherlands",Delftseplein 27E,10,Bhavesh V. Patel,13000,29183,3836,3013,http://www.lyb.com,,-10.9,-14.3,23442,
375,Koninklijke Philips N.V.,PHG,Medical Products and Equipment,Health Care,"Amsterdam, Netherlands",Amstelplein 2,23,Frans A. van Houten,114731,29003,1601.3,1096,http://www.philips.com,,1.1,123.8,34068,
376,"Charter Communications, Inc.",CHTR,Telecommunications,Telecommunications,"Stamford, CT",400 Atlantic St.,1,Thomas M. Rutledge,91500,29003,3522,6901,http://www.charter.com,96,197.3,,149067,Connecticut
377,Medtronic plc,MDT,Medical Products and Equipment,Health Care,"Dublin, Ireland",20 Lower Hatch St.,1,Omar S. Ishrak,98017,28833,3538,2,http://www.medtronic.com,,42.3,32.3,99782,
378,"Northwestern Mutual Life Insurance Company, Inc.",,"Insurance: Life, Health (Mutual)",Financials,"Milwaukee, WI",720 E. Wisconsin Ave.,23,John E. Schlifske,5646,28799,818,53202,http://www.northwesternmutual.com,97,2.4,0.4,250441,Wisconsin
379,L'Oreal S.A.,LRLCY,Household and Personal Products,Household Products,"Clichy, France",41 Rue Martre,23,Jean-Paul Agon,89331,28572,3434.5,92110,http://www.loreal.com,,2,-6.1,37577,
380,"Dalian Wanda Group Co., Ltd.",,Real estate,Financials,"Beijing, China",93 Jianguo Rd.,2,Wang Jianlin,155905,28483,110.3,100022,http://www.wanda-group.com,,4,-95.5,152701,
381,Medipal Holdings Corporation,,,,,,0,,0,0,0,,,0,0,0,0,
382,China Huadian Corporation,,,,,,0,,0,0,0,,,0,0,0,0,
383,AIA Group Limited,AAGIY,"Insurance: Life, Health (stock)",Financials,"Hong Kong, China",1 Connaught Rd.,3,Ng Keng Hooi,20000,28196,4164,,http://www.aia.com,,21.1,54.7,185074,
384,Hindustan Petroleum Corporation Limited,,Petroleum Refining,Energy,"Mumbai, India",17 Jamshedji Tata Rd.,14,Mukesh Kumar Surana,10422,28166,1228.1,400020,http://www.hindustanpetroleum.com,,-2.3,63.4,12370,
385,Migros-Genossenschafts-Bund,,Food and Drug Stores,Food & Drug Stores,"Zurich, Switzerland",Limmatstrasse 152,23,Herbert Bolliger,77704,28155,693.3,8005,http://www.migros.ch,,-1.2,-16.7,62536,
386,Air France-KLM SA,AFLYY,Airlines,Transportation,"Paris, France",2 Rue Robert Esnault Pelterie,21,Jean-Marc Janaillac,82175,27920,875.8,75007,http://www.airfranceklm.com,,-3.4,569.1,24185,
387,Compass Group PLC,CMPGY,Food Services,"Hotels, Restaurants & Leisure","Chertsey, Britain",Guildford St.,16,Richard J. Cousins,527180,27837,1408.5,KT16 9BQ,http://www.compass-group.com,,2.5,5,13693,
388,Schlumberger Limited,SLB,Oil & Gas Equipment Services,Energy,"Houston, TX",5599 San Felipe St.,17,Paal Kibsgaard,100000,27810,-1687,77056,http://www.slb.com,,-21.6,-181.4,77956,Texas
389,"The Kansai Electric Power Co., Inc.",,Utilities,Energy,"Osaka, Japan",3-6-16 Nakanoshima,23,Shigeki Iwane,32666,27792,1299.3,530-8270,http://www.kepco.co.jp,,2.8,10.8,61513,
390,Quanta Computer Inc.,,,,,,0,,0,0,0,,,0,0,0,0,
391,Westpac Banking Corporation,WBK,Banks: Commercial and Savings,Financials,"Sydney, Australia",275 Kent St.,13,Brian C. Hartzer,35280,27704,5477,2000,http://www.westpac.com.au,,-10.8,-12.7,642083,
392,Coop-Gruppe Genossenschaft,,Food and Drug Stores,Food & Drug Stores,"Basel, Switzerland",Thiersteinerallee 12,8,Joos Sutter,73451,27669,482.1,4002,http://www.coop.ch,,2.8,11.5,18369,
393,"Facebook, Inc.",FB,Internet Services and Retailing,Technology,"Menlo Park, CA",1601 Willow Rd.,1,Mark Zuckerberg,17048,27638,10217,94025,http://www.facebook.com,98,54.2,177,64961,California
394,"The Travelers Companies, Inc.",TRV,Insurance: Property and Casualty (Stock),Financials,"New York, NY",485 Lexington Ave.,14,Alan D. Schnitzer,30900,27625,3014,10017,http://www.travelers.com,99,3.1,-12.4,100245,New York
395,Capital One Financial Corporation,COF,Banks: Commercial and Savings,Financials,"McLean, VA",1680 Capital One Dr.,7,Richard D. Fairbank,47300,27519,3751,22102,http://www.capitalone.com,100,9.6,-7.4,357033,Virginia
396,"Twenty-First Century Fox, Inc.",FOXA,Entertainment,Media,"New York, NY",1211 Ave. of the Americas,23,James R. Murdoch,21500,27326,2755,10036,http://www.21cf.com,101,-5.7,-66.8,48365,New York
397,China Guodian Corporation,,Energy,Energy,"Beijing, China",6-8 Fuchengmen Bei St.,8,Qiao Baoping,124056,27315,268.7,100034,http://www.cgdc.com.cn,,-10.5,-67.2,114611,
398,LafargeHolcim Ltd.,HCMLY,"Building Materials, Glass",Materials,"Jona, Switzerland",Zurcherstrasse 156,9,Eric Olsen,90903,27308,1817.9,8645,http://www.lafargeholcim.com,,11.4,,68521,
399,Schneider Electric SE,SBGSY,"Electronics, Electrical Equip.",Technology,"Rueil-Malmaison, France",35 Rue Joseph Monier,16,Jean-Pascal Tricoire,143901,27307,1935.2,92500,http://www.schneider-electric.com,,-7.6,24,44137,
400,China Electronics Technology Group Corporation,,,,,,0,,0,0,0,,,0,0,0,0,
401,United Services Automobile Association,,Insurance: Property and Casualty (Stock),Financials,"San Antonio, TX",9800 Fredericksburg Rd.,4,Stuart Parker,29943,27131,1779.1,78288,http://www.usaa.com,102,11.4,-21.7,147290,Texas
402,World Fuel Services Corporation,INT,Energy,Energy,"Miami, FL",9800 N.W. 41st St.,6,Michael J. Kasbar,5000,27016,126.5,33178,http://www.wfscorp.com,103,-11.1,-27.5,5413,Florida
403,PHOENIX Pharmahandel GmbH & Co KG,,,,,,0,,0,0,0,,,0,0,0,0,
404,Veolia Environnement SA,VEOEY,Utilities,Energy,"Paris, France",21 Rue La Boetie,15,Antoine Frerot,156225,26972,423.6,75008,http://www.veolia.com,,-2.6,-15.2,40022,
405,National Australia Bank Limited,NABZY,Banks: Commercial and Savings,Financials,"Docklands, Australia",800 Bourke St.,22,Andrew G. Thorburn,34263,26958,259,3008,http://www.nab.com.au,,-21.1,-94.8,594967,
406,Philip Morris International Inc.,PM,Tobacco,"Food, Beverages & Tobacco","New York, NY",120 Park Ave.,9,Andre Calantzopoulos,79500,26685,6967,10017,http://www.pmi.com,104,-0.4,1.4,36851,New York
407,Deere & Company,DE,Construction and Farm Machinery,Industrials,"Moline, IL",1 John Deere Place,23,Samuel R. Allen,56767,26644,1523.9,61265,http://www.johndeere.com,105,-7.7,-21.4,57981,Illinois
408,East Japan Railway Company,EJPRY,Railroads,Transportation,"Tokyo, Japan",2-2-2 Yoyogi,23,Tetsuro Tomita,85834,26587,2565,151-8578,http://www.jreast.co.jp,,11.3,25.5,71009,
409,Achmea B.V.,,,,,,0,,0,0,0,,,0,0,0,0,
410,The Kraft Heinz Company,KHC,Food Consumer Products,"Food, Beverages & Tobacco","Pittsburgh, PA",1 PPG Place,3,Bernardo Hees,41000,26487,3632,15222,http://www.kraftheinzcompany.com,106,44.4,472.9,120480,Pennsylvania
411,"Cathay Life Insurance Co., Ltd.",,"Insurance: Life, Health (stock)",Financials,"Taipei, Taiwan",296 Jen-Ai Rd.,16,Ming-Ho Hsiung,36578,26292,934,10106,http://www.cathaylife.com.tw,,14.9,-22.5,172442,
412,Tech Data Corporation,TECD,Wholesalers: Electronics and Office Equipment,Wholesalers,"Clearwater, FL",5350 Tech Data Dr.,19,Robert M. Dutkowsky,9500,26235,195.1,33760,http://www.techdata.com,107,-0.5,-26.6,7932,Florida
413,"Samsung Life Insurance Co.,Ltd.",,"Insurance: Life, Health (stock)",Financials,"Seoul, South Korea",11 Seocho-daero 74-gil,21,Chang-Soo Kim,5284,26222,1770.3,6620,http://www.samsunglife.com,,7,65.3,219157,
414,"Avnet, Inc.",AVT,Wholesalers: Electronics and Office Equipment,Wholesalers,"Phoenix, AZ",2211 S. 47th St.,7,William J. Amelio,17700,26219,506.5,85034,http://www.avnet.com,108,-6.1,-11.4,11240,Arizona
415,Nokia Corporation,NOK,Network and Other Communications Equipment,Technology,"Espoo, Finland",Karaportti 3,19,Rajeev Suri,102687,26113,-847.1,2610,http://www.nokia.com,,73.4,-131,47354,
416,Enbridge Inc.,ENB,Pipelines,Energy,"Calgary, Alberta, Canada",425 First St. S.W.,4,Al Monaco,7733,26073,1560.9,T2P 3L8,http://www.enbridge.com,,-1.4,695,64011,
417,"Gas Natural SDG, S.A.",GASNY,Utilities,Energy,"Barcelona, Spain",Placa del Gas 1,9,Rafael Villaseca Marco,17229,26070,1489.6,8003,http://www.gasnaturalfenosa.com,,-11.5,-10.6,49688,
418,Australia and New Zealand Banking Group Limited,ANZBY,Banks: Commercial and Savings,Financials,"Docklands, Australia",833 Collins St.,14,Shayne Elliott,46554,26032,4199.9,3008,http://www.anz.com,,-10.1,-28.4,699976,
419,Telefonaktiebolaget LM Ericsson,ERIC,Network and Other Communications Equipment,Technology,"Stockholm, Sweden",Torshamnsgatan 21,23,Borje Ekholm,111464,26004,200.5,164 83,http://www.ericsson.com,,-11.2,-87.5,31199,
420,"Sumitomo Electric Industries, Ltd.",SMTOY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Osaka, Japan",4-5-33 Kitahama,23,Masayoshi Matsumoto,248330,25975,992.7,541-0041,http://www.global-sei.com,0,0,0,0,
421,"Mondelez International, Inc.",MDLZ,Food Consumer Products,"Food, Beverages & Tobacco","Deerfield, IL",3 Pkwy. N.,10,Irene B. Rosenfeld,90000,25923,1659,60015,http://www.mondelezinternational.com,109,-12.5,-77.2,61538,Illinois
422,Old Mutual plc,ODMTY,"Insurance: Life, Health (stock)",Financials,"London, Britain",2 Lambeth Hill,16,Bruce Hemphill,68527,25913,769.3,EC4V 4GG,http://www.oldmutualplc.com,,23.8,-18,211943,
423,"Idemitsu Kosan Co., Ltd.",IDKOY,Petroleum Refining,Energy,"Tokyo, Japan",3-1-1 Marunouchi,23,Takashi Tsukioka,9139,25888,813.7,100-8321,http://www.idemitsu.com,,-1,,23711,
424,Bank of Nova Scotia,BNS,Banks: Commercial and Savings,Financials,"Toronto, Ontario, Canada",44 King St. W.,20,Brian J. Porter,88901,25817,5362.2,M5H 1H1,http://www.scotiabank.com,,2.8,-4.9,668805,
425,"Macy's, Inc.",M,General Merchandisers,Retailing,"Cincinnati, OH",7 W. Seventh St.,23,Jeffrey Gennette,148300,25778,619,45202,http://www.macysinc.com,110,-4.8,-42.3,19851,Ohio
426,"Mapfre, S.A.",MPFRY,Insurance: Property and Casualty (Stock),Financials,"Madrid, Spain",Carretera de Pozuelo 52,10,Antonio Huertas Mejias,37020,25775,857.5,28222,http://www.mapfre.com,,3.9,9.1,71590,
